Id,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
1546,I,0.3800,0.2850,0.0950,0.2430,0.0895,0.0665,0.0750,7
617,M,0.3200,0.2400,0.0850,0.1700,0.0655,0.0470,0.0490,7
1092,I,0.4600,0.3500,0.1150,0.4155,0.1800,0.0980,0.1175,7
90,M,0.5650,0.4250,0.1350,0.8115,0.3410,0.1675,0.2550,15
612,M,0.3250,0.2400,0.0750,0.1550,0.0475,0.0355,0.0600,9
3869,F,0.4900,0.3850,0.1600,0.6560,0.2455,0.1710,0.2050,9
1404,F,0.6550,0.5250,0.1900,1.3595,0.5640,0.3215,0.3985,10
857,M,0.5900,0.4600,0.1300,1.1020,0.4550,0.2055,0.3300,12
3579,F,0.6000,0.4850,0.1450,0.7760,0.3545,0.1585,0.2390,9
3930,F,0.6700,0.5350,0.1850,1.5970,0.6275,0.3500,0.4700,21
3330,F,0.3850,0.3050,0.1250,0.3140,0.1460,0.0555,0.0800,10
777,M,0.4900,0.3800,0.1400,0.6385,0.2305,0.1420,0.1950,13
1638,I,0.5750,0.4450,0.1700,0.8015,0.3475,0.1465,0.2500,9
1986,I,0.1350,0.1300,0.0400,0.0290,0.0125,0.0065,0.0080,4
2352,M,0.7000,0.5300,0.1900,1.3185,0.5480,0.2330,0.4200,18
3252,M,0.4800,0.3800,0.1300,0.6175,0.3000,0.1420,0.1750,12
4107,I,0.4200,0.3050,0.1000,0.3415,0.1645,0.0775,0.0860,7
4038,I,0.5500,0.4450,0.1250,0.6720,0.2880,0.1365,0.2100,11
28,M,0.6050,0.4750,0.1800,0.9365,0.3940,0.2190,0.2950,15
1522,M,0.6800,0.5150,0.1700,1.6115,0.8415,0.3060,0.3950,11
1066,I,0.3200,0.2250,0.0850,0.1415,0.0675,0.0295,0.0405,6
3280,M,0.6900,0.5400,0.1850,1.6195,0.5330,0.3530,0.5550,24
1911,M,0.5800,0.4400,0.1500,1.0465,0.5180,0.2185,0.2795,10
2538,M,0.6600,0.5350,0.2000,1.7910,0.7330,0.3180,0.5400,15
74,F,0.6050,0.4500,0.1950,1.0980,0.4810,0.2895,0.3150,13
515,M,0.2700,0.1950,0.0800,0.1000,0.0385,0.0195,0.0300,6
1309,I,0.5450,0.4300,0.1500,0.7285,0.3020,0.1315,0.2545,10
3143,I,0.2000,0.1500,0.0400,0.0460,0.0210,0.0070,0.0065,4
2609,F,0.6300,0.4950,0.2000,1.4255,0.6590,0.3360,0.3800,11
2227,I,0.2750,0.2000,0.0750,0.0860,0.0305,0.0190,0.0300,7
2002,I,0.3600,0.2700,0.0850,0.1960,0.0905,0.0340,0.0530,7
2157,M,0.6200,0.4950,0.1750,1.8060,0.6430,0.3285,0.7250,17
1584,F,0.5150,0.3750,0.1100,0.6065,0.3005,0.1310,0.1500,6
1517,F,0.6650,0.5150,0.1800,1.3890,0.5945,0.3240,0.3950,10
116,F,0.4900,0.3750,0.1350,0.6125,0.2555,0.1020,0.2200,11
2341,I,0.3100,0.2400,0.0900,0.1455,0.0605,0.0315,0.0450,7
3148,F,0.7100,0.5300,0.1950,1.8745,0.6755,0.4065,0.6855,12
1072,I,0.4000,0.3200,0.0950,0.3480,0.1940,0.0530,0.0870,6
2691,F,0.6450,0.5200,0.1800,1.2850,0.5775,0.3520,0.3170,9
1799,M,0.6000,0.4650,0.1650,1.0380,0.4975,0.2205,0.2510,9
2820,I,0.3750,0.2850,0.0900,0.2545,0.1190,0.0595,0.0675,6
3879,F,0.6100,0.4900,0.1700,1.1775,0.5655,0.2385,0.2950,15
3561,I,0.5700,0.4200,0.1300,0.7745,0.3535,0.1505,0.2365,9
1600,I,0.5350,0.4000,0.1300,0.6570,0.2835,0.1620,0.1750,7
622,F,0.5000,0.3850,0.1150,0.6785,0.2945,0.1380,0.1950,12
3846,I,0.3700,0.2750,0.0850,0.2045,0.0960,0.0560,0.0800,6
3246,M,0.5500,0.4350,0.1600,0.9060,0.3420,0.2190,0.2950,13
409,M,0.5700,0.4400,0.0950,0.8270,0.3395,0.2215,0.2350,8
2684,F,0.6250,0.4900,0.1550,1.1150,0.4840,0.2770,0.3095,9
1623,F,0.5650,0.4400,0.1500,0.8630,0.4350,0.1490,0.2700,9
115,F,0.5300,0.4150,0.1150,0.5915,0.2330,0.1585,0.1800,11
288,M,0.4400,0.3550,0.1250,0.4775,0.1320,0.0815,0.1900,9
4010,M,0.6100,0.4750,0.1500,1.1420,0.6200,0.2370,0.2450,9
3550,M,0.5050,0.3900,0.1150,0.5585,0.2575,0.1190,0.1535,8
1181,F,0.6550,0.5100,0.1750,1.4150,0.5885,0.3725,0.3640,10
337,M,0.5900,0.4500,0.1850,1.2830,0.4730,0.2760,0.4250,16
3707,M,0.6750,0.5100,0.1700,1.5270,0.8090,0.3180,0.3410,11
2687,M,0.6300,0.5100,0.1750,1.3415,0.6575,0.2620,0.3750,10
3060,M,0.6300,0.5150,0.1750,1.1955,0.4920,0.2470,0.3700,11
46,M,0.4700,0.3700,0.1200,0.5795,0.2930,0.2270,0.1400,9
747,M,0.5200,0.3850,0.1400,0.6595,0.2485,0.2035,0.1600,9
3904,M,0.5750,0.4700,0.1650,0.8530,0.2920,0.1790,0.3500,16
3207,I,0.4800,0.3800,0.1250,0.5230,0.2105,0.1045,0.1750,15
753,F,0.5800,0.4550,0.1650,1.1365,0.3690,0.3005,0.2750,13
462,I,0.2400,0.1850,0.0700,0.0715,0.0260,0.0180,0.0250,6
1938,M,0.6250,0.5050,0.1850,1.1565,0.5200,0.2405,0.3535,10
673,M,0.4900,0.3900,0.1500,0.5730,0.2250,0.1240,0.1700,21
2712,I,0.2100,0.1500,0.0450,0.0400,0.0135,0.0080,0.0105,4
1201,M,0.7200,0.5650,0.1450,1.1870,0.6910,0.1945,0.2685,8
3835,F,0.4250,0.3500,0.1000,0.4425,0.1750,0.0755,0.1750,7
424,I,0.2600,0.2000,0.0700,0.0920,0.0370,0.0200,0.0300,6
325,I,0.3550,0.2750,0.0900,0.2510,0.0970,0.0530,0.0800,7
664,I,0.4500,0.3550,0.1200,0.4120,0.1145,0.0665,0.1600,19
350,F,0.6100,0.4950,0.1850,1.1530,0.5360,0.2905,0.2450,8
447,M,0.5650,0.4550,0.1850,0.9265,0.3540,0.1575,0.3750,16
709,I,0.2950,0.2250,0.0900,0.1105,0.0405,0.0245,0.0320,7
3089,M,0.4550,0.3500,0.1100,0.4580,0.2000,0.1110,0.1305,8
1924,F,0.6100,0.4600,0.1550,0.9570,0.4255,0.1975,0.2650,8
1722,F,0.6550,0.5100,0.1500,1.0430,0.4795,0.2230,0.3050,9
1221,I,0.3300,0.2050,0.0950,0.1595,0.0770,0.0320,0.0435,5
3925,F,0.4700,0.3500,0.1150,0.4870,0.1955,0.1270,0.1550,8
1149,F,0.5800,0.4500,0.1550,0.9300,0.3850,0.2460,0.2650,9
387,M,0.4600,0.3800,0.1350,0.4820,0.2070,0.1225,0.1450,10
1369,F,0.6150,0.4750,0.1550,1.0040,0.4475,0.1930,0.2895,10
1337,M,0.5800,0.4600,0.1550,1.4395,0.6715,0.2730,0.2955,10
754,M,0.6500,0.5150,0.1750,1.4805,0.5295,0.2720,0.5250,20
2186,F,0.5200,0.4000,0.1250,0.6865,0.2950,0.1715,0.1850,9
451,F,0.6750,0.5350,0.1600,1.4100,0.5920,0.3175,0.4200,16
1194,F,0.7000,0.5250,0.1900,1.6465,0.8545,0.3070,0.3995,9
699,F,0.3950,0.3150,0.1050,0.3515,0.1185,0.0910,0.1195,16
3205,M,0.3350,0.2650,0.0950,0.1975,0.0795,0.0375,0.0700,9
2247,F,0.4700,0.3650,0.1200,0.5430,0.2295,0.1495,0.1500,9
1608,I,0.5450,0.4000,0.1300,0.6860,0.3285,0.1455,0.1800,9
830,M,0.4150,0.3050,0.1000,0.3250,0.1560,0.0505,0.0910,6
3150,F,0.6550,0.5050,0.1650,1.3670,0.5835,0.3515,0.3960,10
950,M,0.4800,0.3850,0.1450,0.6400,0.2925,0.1405,0.1575,6
3067,M,0.6500,0.5050,0.1700,1.5595,0.6950,0.3515,0.3950,11
3964,I,0.2700,0.1900,0.0600,0.0990,0.0445,0.0170,0.0300,5
3418,F,0.5800,0.4800,0.1800,1.2495,0.4945,0.2700,0.3710,8
2444,M,0.5000,0.3550,0.1400,0.5280,0.2125,0.1490,0.1400,9
1734,M,0.6700,0.5050,0.1600,1.2585,0.6255,0.3110,0.3080,12
1413,M,0.6750,0.5450,0.1850,1.7375,0.8760,0.3135,0.4690,13
1409,F,0.6600,0.5150,0.1700,1.3370,0.6150,0.3125,0.3575,10
4165,I,0.4050,0.3000,0.0850,0.3035,0.1500,0.0505,0.0880,7
4128,M,0.5550,0.4350,0.1450,0.9205,0.4040,0.2275,0.2550,8
3779,M,0.5950,0.4800,0.1850,1.1785,0.5260,0.2975,0.3140,10
1177,F,0.6450,0.4800,0.1700,1.1345,0.5280,0.2540,0.3050,10
3726,I,0.5000,0.3950,0.1450,0.7865,0.3320,0.1815,0.2455,8
2006,I,0.4050,0.2500,0.0900,0.2875,0.1280,0.0630,0.0805,7
1253,I,0.4200,0.3050,0.0900,0.3280,0.1680,0.0615,0.0820,6
2477,M,0.5700,0.4200,0.1550,1.0080,0.3770,0.1930,0.3400,13
21,I,0.3800,0.2750,0.1000,0.2255,0.0800,0.0490,0.0850,10
1305,F,0.5400,0.4200,0.1450,0.8655,0.4315,0.1630,0.2175,10
2814,I,0.2750,0.2000,0.0550,0.0925,0.0380,0.0210,0.0260,4
2440,M,0.4650,0.3550,0.1250,0.5255,0.2025,0.1350,0.1450,13
2298,I,0.4150,0.3250,0.1000,0.3850,0.1670,0.0800,0.1250,7
3315,M,0.3500,0.2600,0.0900,0.1950,0.0745,0.0410,0.0655,9
3680,F,0.6100,0.4950,0.1650,1.0835,0.4525,0.2730,0.3170,9
3107,I,0.3700,0.2750,0.1000,0.2815,0.1505,0.0505,0.0680,5
671,F,0.5000,0.3800,0.1550,0.6550,0.2405,0.1430,0.2050,17
4002,I,0.4850,0.3750,0.1250,0.5620,0.2505,0.1345,0.1525,8
1941,F,0.6250,0.4700,0.1450,0.9840,0.4750,0.2000,0.2650,11
845,M,0.5400,0.4050,0.1250,0.8910,0.4815,0.1915,0.2020,9
694,I,0.1650,0.1100,0.0200,0.0190,0.0065,0.0025,0.0050,4
3520,F,0.7200,0.5450,0.1850,1.7185,0.7925,0.4010,0.4680,11
1353,M,0.6000,0.4800,0.1550,1.0140,0.4510,0.1885,0.3250,11
1133,M,0.5700,0.4600,0.1500,1.0375,0.5415,0.2035,0.2500,9
3451,M,0.5500,0.4400,0.1550,0.9155,0.3645,0.1950,0.2500,8
869,M,0.6150,0.5100,0.1500,1.2960,0.5450,0.3315,0.3200,9
604,I,0.5150,0.3900,0.1400,0.5555,0.2000,0.1135,0.2235,12
834,I,0.4450,0.3250,0.1000,0.3780,0.1795,0.1000,0.0890,7
3491,M,0.5500,0.4400,0.1600,0.9850,0.4645,0.2010,0.2700,8
627,F,0.3800,0.3050,0.0950,0.2815,0.1255,0.0525,0.0900,8
902,I,0.3050,0.2200,0.0700,0.1410,0.0620,0.0310,0.0370,5
2904,I,0.5750,0.4550,0.1600,0.9895,0.4950,0.1950,0.2460,9
1747,F,0.7000,0.5350,0.1750,1.7730,0.6805,0.4800,0.5120,15
3243,F,0.6550,0.5100,0.1600,1.0920,0.3960,0.2825,0.3700,14
3310,F,0.6200,0.4850,0.1650,1.1660,0.4830,0.2380,0.3550,13
2748,I,0.5050,0.3850,0.1250,0.5960,0.2450,0.0970,0.2100,9
2051,F,0.4550,0.3550,1.1300,0.5940,0.3320,0.1160,0.1335,8
3362,M,0.4100,0.3000,0.1000,0.3010,0.1240,0.0690,0.0900,9
2757,I,0.5250,0.3750,0.1200,0.6315,0.3045,0.1140,0.1900,9
4159,F,0.5600,0.4400,0.1350,0.8025,0.3500,0.1615,0.2590,9
321,I,0.1900,0.1450,0.0400,0.0380,0.0165,0.0065,0.0150,4
3192,F,0.5250,0.4050,0.1150,0.7200,0.3105,0.1915,0.2000,14
696,I,0.1550,0.1050,0.0500,0.0175,0.0050,0.0035,0.0050,4
1179,M,0.6500,0.5000,0.1550,1.2020,0.5650,0.3135,0.2940,11
2778,F,0.5850,0.4550,0.1300,0.8755,0.4110,0.2065,0.2250,8
624,I,0.4650,0.3600,0.1050,0.4980,0.2140,0.1160,0.1400,15
3957,F,0.5550,0.4400,0.1550,1.0160,0.4935,0.1855,0.2630,10
2173,M,0.5950,0.4650,0.1250,0.7990,0.3245,0.2000,0.2300,10
1011,F,0.6250,0.4800,0.1700,1.3525,0.6235,0.2780,0.3650,10
1480,F,0.5800,0.4600,0.1750,1.1650,0.6500,0.2205,0.3055,9
1090,I,0.4500,0.3300,0.1000,0.4110,0.1945,0.1000,0.0980,6
848,F,0.5500,0.4300,0.1250,0.9230,0.4035,0.1750,0.2830,8
3581,M,0.6250,0.4800,0.1600,1.1415,0.5795,0.2145,0.2900,9
780,M,0.5600,0.4100,0.1650,0.9300,0.3505,0.2370,0.3000,13
605,I,0.4250,0.3450,0.1250,0.4250,0.1600,0.0795,0.1540,13
174,I,0.2350,0.1600,0.0400,0.0480,0.0185,0.0180,0.0150,5
1202,M,0.7250,0.5050,0.1850,1.9780,1.0260,0.4255,0.4505,12
2269,M,0.5700,0.4500,0.1600,0.8615,0.3725,0.2175,0.2550,12
2463,M,0.5150,0.4050,0.1400,0.8505,0.3120,0.1460,0.3150,17
100,I,0.3600,0.2650,0.0950,0.2315,0.1050,0.0460,0.0750,7
3318,M,0.1650,0.1250,0.0400,0.0245,0.0095,0.0045,0.0080,4
1243,I,0.3850,0.2800,0.0850,0.2175,0.0970,0.0380,0.0670,8
741,F,0.3600,0.2650,0.0900,0.2065,0.0780,0.0570,0.0600,8
334,F,0.7400,0.6000,0.1950,1.9740,0.5980,0.4085,0.7100,16
2908,F,0.5800,0.4500,0.1700,0.9705,0.4615,0.2320,0.2480,9
3884,I,0.2900,0.2250,0.0750,0.1520,0.0710,0.0590,0.0450,9
2882,I,0.5000,0.3900,0.1300,0.5075,0.2115,0.1040,0.1755,9
1705,M,0.6400,0.5250,0.1850,1.7070,0.7630,0.4205,0.4435,11
2881,I,0.4950,0.3750,0.1200,0.6140,0.2855,0.1365,0.1610,8
3292,F,0.4950,0.3750,0.1500,0.5970,0.2615,0.1350,0.1780,11
3463,M,0.6250,0.4850,0.1700,1.4370,0.5855,0.2930,0.4750,11
594,M,0.5350,0.4200,0.1500,0.6995,0.2575,0.1530,0.2400,12
2987,M,0.5550,0.4050,0.1900,1.4060,0.6115,0.3420,0.3890,10
1333,M,0.5700,0.4350,0.1250,0.8965,0.3830,0.1835,0.2750,9
2214,F,0.4300,0.3250,0.1200,0.4450,0.1650,0.0995,0.1550,8
2217,F,0.5150,0.4150,0.1300,0.7640,0.2760,0.1960,0.2500,13
1551,I,0.3900,0.3000,0.0900,0.2520,0.1065,0.0530,0.0800,7
3566,M,0.5750,0.4500,0.1550,0.8860,0.3605,0.2110,0.2575,9
3317,M,0.2650,0.2000,0.0650,0.0840,0.0340,0.0105,0.0300,7
1542,I,0.3600,0.2650,0.0750,0.1845,0.0830,0.0365,0.0550,7
3630,I,0.2850,0.2250,0.0700,0.1005,0.0425,0.0185,0.0350,7
327,M,0.5100,0.4000,0.1300,0.6435,0.2700,0.1665,0.2050,12
1933,M,0.6200,0.4950,0.1950,1.5145,0.5790,0.3460,0.5195,15
3926,I,0.5800,0.4200,0.1600,0.7280,0.2725,0.1900,0.1900,14
640,M,0.3250,0.2400,0.0850,0.1730,0.0795,0.0380,0.0500,7
2152,F,0.4000,0.3000,0.1150,0.3025,0.1335,0.0465,0.0935,8
2042,I,0.3850,0.2800,0.1000,0.2755,0.1305,0.0610,0.0725,8
2863,M,0.7400,0.5950,0.1900,2.3235,1.1495,0.5115,0.5050,11
1468,M,0.5200,0.4000,0.1250,0.5590,0.2540,0.1390,0.1490,8
1838,I,0.4150,0.3100,0.0950,0.3110,0.1125,0.0625,0.1150,8
3046,M,0.5850,0.4500,0.1750,1.1275,0.4925,0.2620,0.3350,11
3123,M,0.5750,0.4500,0.1350,0.9215,0.3540,0.2090,0.2365,9
3426,M,0.7100,0.5500,0.2000,1.9045,0.8820,0.4400,0.5000,13
4114,F,0.5700,0.4500,0.1500,0.9645,0.5310,0.1890,0.2090,9
460,M,0.3800,0.2850,0.1000,0.2665,0.1150,0.0610,0.0750,11
1046,F,0.6950,0.5350,0.1750,1.8385,0.8035,0.3960,0.5030,10
1398,M,0.6450,0.5250,0.1600,1.5075,0.7455,0.2450,0.4325,11
1562,I,0.4500,0.3350,0.1100,0.4195,0.1810,0.0850,0.1345,7
1975,M,0.6900,0.5500,0.1800,1.6915,0.6655,0.4020,0.5000,11
3290,F,0.5100,0.3950,0.1200,0.6175,0.2620,0.1220,0.1930,12
2633,I,0.4250,0.3300,0.1150,0.3265,0.1315,0.0770,0.1030,6
419,M,0.5450,0.4100,0.1400,0.6250,0.2230,0.1600,0.2350,13
738,M,0.5350,0.4100,0.1350,0.8620,0.2855,0.1525,0.3200,14
1879,I,0.5450,0.4300,0.1400,0.6870,0.2615,0.1405,0.2500,9
1389,M,0.6350,0.4900,0.1600,1.1010,0.5340,0.1865,0.3455,10
1438,I,0.4000,0.3000,0.0900,0.2815,0.1185,0.0610,0.0800,7
3277,F,0.4650,0.3900,0.1400,0.5555,0.2130,0.1075,0.2150,15
497,F,0.6050,0.4850,0.1650,1.0105,0.4350,0.2090,0.3000,19
2750,I,0.5100,0.3850,0.1450,0.7665,0.3985,0.1400,0.1805,8
375,F,0.6750,0.5450,0.1950,1.7345,0.6845,0.3695,0.6050,20
975,F,0.5300,0.4250,0.1500,0.8495,0.3280,0.2320,0.2020,8
1209,F,0.7800,0.6300,0.2150,2.6570,1.4880,0.4985,0.5860,11
3763,I,0.5300,0.4100,0.1500,0.6120,0.2435,0.1525,0.1895,11
404,I,0.4400,0.3450,0.1200,0.3650,0.1655,0.0830,0.1100,7
2467,M,0.5100,0.4150,0.1400,0.8185,0.3025,0.2155,0.2350,16
1425,F,0.7350,0.5650,0.2050,2.1275,0.9490,0.4600,0.5650,12
3616,M,0.6150,0.4950,0.2000,1.3040,0.5795,0.3115,0.3710,14
93,F,0.6250,0.4950,0.1650,1.2620,0.5070,0.3180,0.3900,10
3513,F,0.6600,0.5000,0.1750,1.3275,0.5560,0.2805,0.4085,9
3204,F,0.6650,0.5300,0.1850,1.3955,0.4560,0.3205,0.4900,15
1769,M,0.4450,0.3200,0.1200,0.4140,0.1990,0.0900,0.1170,7
2221,M,0.5800,0.4650,0.1750,1.0350,0.4010,0.1865,0.3850,17
2738,M,0.4500,0.3250,0.1150,0.4305,0.2235,0.0785,0.1155,8
1849,I,0.4850,0.3850,0.1300,0.5680,0.2505,0.1780,0.1540,7
827,I,0.4000,0.3100,0.1000,0.3060,0.1300,0.0600,0.0940,6
428,F,0.5600,0.4550,0.1250,0.9430,0.3440,0.1290,0.3750,21
1889,M,0.5650,0.4150,0.1250,0.6670,0.3020,0.1545,0.1850,7
3674,F,0.5950,0.4500,0.1650,1.0810,0.4900,0.2525,0.2790,12
3187,F,0.5100,0.3850,0.1350,0.6320,0.2820,0.1450,0.1700,8
3961,M,0.6950,0.5500,0.2050,2.1730,1.1330,0.4665,0.4960,10
2766,F,0.5550,0.4450,0.1750,1.1465,0.5510,0.2440,0.2785,8
282,F,0.4550,0.3550,0.1200,0.4495,0.1770,0.1040,0.1500,9
2899,I,0.5500,0.4250,0.1300,0.6640,0.2695,0.1630,0.2100,8
3168,M,0.6050,0.4700,0.1150,1.1140,0.3925,0.2910,0.3100,15
343,F,0.5050,0.3750,0.1800,0.5680,0.2325,0.1495,0.1700,12
2683,M,0.6250,0.4950,0.1850,1.3835,0.7105,0.3005,0.3450,11
2786,M,0.6100,0.4800,0.1850,1.3065,0.6895,0.2915,0.2900,10
2547,I,0.2300,0.1800,0.0500,0.0640,0.0215,0.0135,0.0200,5
3146,M,0.5850,0.4500,0.1500,1.0470,0.4315,0.2760,0.3150,14
1113,I,0.5250,0.4000,0.1300,0.6455,0.3250,0.1245,0.1700,8
1574,M,0.4800,0.3550,0.1600,0.4640,0.2210,0.1060,0.2390,8
691,I,0.2550,0.1900,0.0750,0.0865,0.0345,0.0205,0.0250,5
3432,I,0.3600,0.2700,0.0900,0.2190,0.0970,0.0405,0.0650,6
0,M,0.4550,0.3650,0.0950,0.5140,0.2245,0.1010,0.1500,15
1582,I,0.5000,0.3750,0.1400,0.5590,0.2375,0.1350,0.1690,9
1707,M,0.6450,0.5000,0.1750,1.2860,0.5645,0.2880,0.3860,12
1416,F,0.7000,0.5450,0.1300,1.5560,0.6725,0.3740,0.1950,12
3548,F,0.4950,0.3700,0.1200,0.5940,0.2800,0.1100,0.1375,7
2021,M,0.5250,0.4100,0.1300,0.6875,0.3435,0.1495,0.1765,9
3221,M,0.3850,0.3050,0.0900,0.2775,0.1090,0.0515,0.1000,9
3591,F,0.6500,0.4750,0.1650,1.3875,0.5800,0.3485,0.3095,9
2003,I,0.3750,0.2800,0.0800,0.2260,0.1050,0.0470,0.0650,6
1993,I,0.2900,0.2100,0.0600,0.1195,0.0560,0.0235,0.0300,6
2974,M,0.7450,0.5750,0.2000,1.8840,0.9540,0.3360,0.4950,12
1131,M,0.5650,0.4350,0.1500,0.9900,0.5795,0.1825,0.2060,8
3893,I,0.4350,0.3550,0.1250,0.4075,0.1535,0.0740,0.1650,9
2304,M,0.5900,0.4900,0.1350,1.0080,0.4220,0.2245,0.2850,11
1247,I,0.3950,0.3050,0.1050,0.2840,0.1135,0.0595,0.0945,8
3796,F,0.6750,0.5400,0.2100,1.5930,0.6860,0.3180,0.4500,11
2375,M,0.3400,0.2750,0.0900,0.2065,0.0725,0.0430,0.0700,10
2150,M,0.4450,0.3550,0.1100,0.4415,0.1805,0.1035,0.1505,10
3395,F,0.6050,0.4500,0.1650,1.2225,0.3570,0.2020,0.3850,13
3547,I,0.4800,0.3550,0.1250,0.4940,0.2385,0.0835,0.1500,9
2261,M,0.5850,0.4300,0.1600,0.9550,0.3625,0.1760,0.2700,11
1731,F,0.6650,0.5050,0.1600,1.2915,0.6310,0.2925,0.3200,11
1159,M,0.6050,0.4800,0.1700,1.1835,0.5820,0.2365,0.3170,10
2900,F,0.5500,0.4350,0.1400,0.7450,0.3470,0.1740,0.2265,9
246,I,0.3200,0.2450,0.0800,0.1585,0.0635,0.0325,0.0500,13
2120,M,0.4250,0.3250,0.1000,0.3295,0.1365,0.0725,0.1100,7
3834,M,0.3350,0.2600,0.0750,0.2200,0.0855,0.0400,0.0850,6
2685,M,0.6250,0.4800,0.1450,1.0850,0.4645,0.2445,0.3270,10
1671,M,0.6100,0.4700,0.1600,1.0220,0.4490,0.2345,0.2945,9
929,I,0.4400,0.3450,0.1300,0.4495,0.2090,0.0835,0.1340,6
3906,M,0.2450,0.1800,0.0650,0.0635,0.0245,0.0135,0.0200,4
1461,M,0.4850,0.3700,0.1300,0.5260,0.2485,0.1050,0.1555,6
3273,F,0.4750,0.3750,0.1400,0.5010,0.1920,0.1175,0.1750,13
1971,F,0.6750,0.5100,0.1850,1.4730,0.6295,0.3025,0.4245,11
365,M,0.6300,0.5150,0.1600,1.0160,0.4215,0.2440,0.3550,19
2296,F,0.5350,0.4500,0.1350,0.8075,0.3220,0.1810,0.2500,13
736,M,0.5200,0.3850,0.1150,0.6690,0.2385,0.1720,0.2050,12
26,F,0.5800,0.4500,0.1850,0.9955,0.3945,0.2720,0.2850,11
2884,I,0.5050,0.4250,0.1250,0.6115,0.2450,0.1375,0.2000,9
3356,I,0.3900,0.3000,0.1000,0.3085,0.1385,0.0735,0.0850,6
1441,I,0.4050,0.3000,0.1050,0.3040,0.1455,0.0610,0.0805,6
4056,M,0.6450,0.5100,0.1650,1.4030,0.5755,0.2515,0.4545,11
680,I,0.3700,0.2750,0.1000,0.2295,0.0885,0.0465,0.0700,7
3744,I,0.2750,0.2050,0.0650,0.1010,0.0410,0.0210,0.0340,5
1250,I,0.4000,0.2900,0.1000,0.2675,0.1205,0.0605,0.0765,5
3,M,0.4400,0.3650,0.1250,0.5160,0.2155,0.1140,0.1550,10
2182,M,0.5500,0.4300,0.1600,0.9295,0.3170,0.1735,0.3550,13
837,I,0.4750,0.3650,0.1250,0.5465,0.2290,0.1185,0.1720,9
2403,M,0.2900,0.2250,0.0800,0.1295,0.0535,0.0260,0.0450,10
292,M,0.6100,0.4750,0.1650,1.1160,0.4280,0.2205,0.3150,15
698,F,0.4300,0.3350,0.1200,0.4440,0.1550,0.1145,0.1400,13
1048,M,0.7100,0.5650,0.2050,2.1980,1.0120,0.5225,0.5475,11
3938,F,0.3500,0.2750,0.0650,0.2050,0.0745,0.0465,0.0700,10
3200,F,0.5050,0.4050,0.1600,0.6835,0.2710,0.1450,0.2150,10
2417,M,0.3100,0.2350,0.0600,0.1200,0.0415,0.0330,0.0400,11
4003,I,0.5100,0.3900,0.1250,0.5970,0.2930,0.1265,0.1555,8
4123,I,0.4900,0.3750,0.1150,0.5570,0.2275,0.1335,0.1765,8
1667,F,0.6050,0.5050,0.1800,1.4340,0.7285,0.2640,0.4310,11
1963,M,0.6550,0.5200,0.1700,1.1445,0.5300,0.2230,0.3480,9
1249,I,0.3950,0.2700,0.1000,0.2985,0.1445,0.0610,0.0820,5
2274,M,0.6950,0.5700,0.2000,2.0330,0.7510,0.4255,0.6850,15
3441,F,0.4650,0.3550,0.1150,0.4705,0.1955,0.1180,0.1260,7
1298,I,0.5300,0.4200,0.1550,0.8100,0.4725,0.1110,0.1920,10
1868,I,0.5250,0.4050,0.1450,0.6965,0.3045,0.1535,0.2100,8
2387,I,0.4700,0.3500,0.1350,0.5670,0.2315,0.1465,0.1525,11
1443,M,0.4150,0.3150,0.1150,0.3895,0.2015,0.0650,0.1030,9
2671,F,0.5900,0.4600,0.1600,1.0115,0.4450,0.2615,0.2565,8
603,I,0.4700,0.3450,0.1150,0.4885,0.2005,0.1080,0.1660,11
3516,F,0.7000,0.5750,0.2000,1.7365,0.7755,0.3965,0.4610,11
1289,I,0.5050,0.3950,0.1050,0.5510,0.2480,0.1030,0.1710,8
2502,I,0.2850,0.2100,0.0700,0.1090,0.0440,0.0265,0.0330,5
63,M,0.4250,0.3250,0.0950,0.3785,0.1705,0.0800,0.1000,7
1579,I,0.4950,0.4000,0.1050,0.6020,0.2505,0.1265,0.1900,8
1883,M,0.5550,0.4100,0.1250,0.5990,0.2345,0.1465,0.1940,8
990,F,0.5750,0.4600,0.1600,1.1030,0.5380,0.2210,0.2490,9
1384,F,0.6300,0.4850,0.1700,1.3205,0.5945,0.3450,0.3450,9
237,I,0.1300,0.1000,0.0300,0.0130,0.0045,0.0030,0.0040,3
650,M,0.2550,0.1800,0.0650,0.0790,0.0340,0.0140,0.0250,5
1967,M,0.6650,0.5150,0.2000,1.2695,0.5115,0.2675,0.4360,12
112,I,0.4350,0.3200,0.0800,0.3325,0.1485,0.0635,0.1050,9
3024,I,0.4750,0.3750,0.1100,0.4560,0.1820,0.0990,0.1600,9
1348,M,0.5900,0.4700,0.1800,1.1870,0.5985,0.2270,0.3100,9
804,M,0.5150,0.3800,0.1350,0.6615,0.2875,0.2095,0.1550,10
1556,I,0.4150,0.3250,0.1000,0.3130,0.1390,0.0625,0.0965,7
577,F,0.5850,0.4350,0.1750,0.9820,0.4055,0.2495,0.2700,10
1834,I,0.4100,0.3150,0.0950,0.2805,0.1140,0.0345,0.1100,7
126,I,0.3750,0.2750,0.0900,0.2380,0.1075,0.0545,0.0700,6
3331,F,0.5100,0.3400,0.1800,0.7005,0.3120,0.1650,0.2000,11
